date,f
2020-11-01,0.04923929285714286
2020-11-02,0.05171487142857143
2020-11-03,0.05419045
2020-11-04,0.058034614285714284
2020-11-05,0.061878778571428567
2020-11-06,0.06572294285714285
2020-11-07,0.06956710714285713
2020-11-08,0.07341127142857143
2020-11-09,0.07725543571428571
2020-11-10,0.0810996
2020-11-11,0.0858838
2020-11-12,0.090668
2020-11-13,0.09545219999999999
2020-11-14,0.10023639999999999
2020-11-15,0.10502059999999999
2020-11-16,0.1098048
2020-11-17,0.114589
2020-11-18,0.11553907142857142
2020-11-19,0.11648914285714286
2020-11-20,0.11743921428571429
2020-11-21,0.11838928571428571
2020-11-22,0.11933935714285714
2020-11-23,0.12028942857142857
2020-11-24,0.1212395
2020-11-25,0.12271035714285715
2020-11-26,0.12418121428571428
2020-11-27,0.12565207142857143
2020-11-28,0.12712292857142857
2020-11-29,0.1285937857142857
2020-11-30,0.13006464285714286
2020-12-01,0.1315355
2020-12-02,0.13120435714285714
2020-12-03,0.13087321428571427
2020-12-04,0.1305420714285714
2020-12-05,0.13021092857142857
2020-12-06,0.1298797857142857
2020-12-07,0.12954864285714285
2020-12-08,0.12921749999999999
2020-12-09,0.1268750714285714
2020-12-10,0.12453264285714284
2020-12-11,0.12219021428571428
2020-12-12,0.1198477857142857
2020-12-13,0.11750535714285713
2020-12-14,0.11516292857142857
2020-12-15,0.11282049999999999
2020-12-16,0.10765992142857142
2020-12-17,0.10249934285714285
2020-12-18,0.09733876428571428
2020-12-19,0.09217818571428571
2020-12-20,0.08701760714285714
2020-12-21,0.08185702857142857
2020-12-22,0.07669645
2020-12-23,0.0742475
2020-12-24,0.07179855
2020-12-25,0.0693496
2020-12-26,0.06690065
2020-12-27,0.0644517
2020-12-28,0.06200275
2020-12-29,0.059553800000000004
2020-12-30,0.061383035714285716
2020-12-31,0.06321227142857143
2021-01-01,0.06504150714285714
2021-01-02,0.06687074285714285
2021-01-03,0.06869997857142857
2021-01-04,0.07052921428571428
2021-01-05,0.07235844999999999
2021-01-06,0.06977548571428571
2021-01-07,0.06719252142857142
2021-01-08,0.06460955714285714
2021-01-09,0.062026592857142855
2021-01-10,0.05944362857142857
2021-01-11,0.056860664285714284
2021-01-12,0.0542777
2021-01-13,0.0542756
2021-01-14,0.0542735
2021-01-15,0.054271400000000004
2021-01-16,0.0542693
2021-01-17,0.0542672
2021-01-18,0.054265100000000004
2021-01-19,0.054263000000000006
2021-01-20,0.052932921428571436
2021-01-21,0.05160284285714286
2021-01-22,0.05027276428571429
2021-01-23,0.04894268571428572
2021-01-24,0.047612607142857144
2021-01-25,0.046282528571428574
2021-01-26,0.044952450000000005
2021-01-27,0.04239565000000001
2021-01-28,0.03983885
2021-01-29,0.037282050000000004
2021-01-30,0.03472525
2021-01-31,0.03216845
2021-02-01,0.02961165
2021-02-02,0.02705485
2021-02-03,0.027647942857142855
2021-02-04,0.02824103571428571
2021-02-05,0.028834128571428568
2021-02-06,0.029427221428571425
2021-02-07,0.030020314285714285
2021-02-08,0.03061340714285714
2021-02-09,0.031206499999999998
2021-02-10,0.03280295714285714
2021-02-11,0.03439941428571428
2021-02-12,0.03599587142857143
2021-02-13,0.03759232857142857
2021-02-14,0.03918878571428572
2021-02-15,0.040785242857142856
2021-02-16,0.0423817
2021-02-17,0.042693935714285716
2021-02-18,0.04300617142857143
2021-02-19,0.043318407142857146
2021-02-20,0.043630642857142854
2021-02-21,0.04394287857142857
2021-02-22,0.044255114285714284
2021-02-23,0.04456735
2021-02-24,0.047326
2021-02-25,0.05008465
2021-02-26,0.052843299999999996
2021-02-27,0.05560195
2021-02-28,0.0583606
2021-03-01,0.06111925
2021-03-02,0.0638779
2021-03-03,0.06910327142857144
2021-03-04,0.07432864285714286
2021-03-05,0.07955401428571429
2021-03-06,0.08477938571428571
2021-03-07,0.09000475714285715
2021-03-08,0.09523012857142857
2021-03-09,0.1004555
2021-03-10,0.11118621428571429
2021-03-11,0.12191692857142856
2021-03-12,0.13264764285714287
2021-03-13,0.14337835714285713
2021-03-14,0.15410907142857141
2021-03-15,0.1648397857142857
2021-03-16,0.1755705
2021-03-17,0.20448314285714286
2021-03-18,0.2333957857142857
2021-03-19,0.26230842857142855
2021-03-20,0.29122107142857145
2021-03-21,0.32013371428571435
2021-03-22,0.34904635714285714
2021-03-23,0.37795900000000004
2021-03-24,0.437352
2021-03-25,0.496745
2021-03-26,0.556138
2021-03-27,0.6155309999999999
2021-03-28,0.674924
2021-03-29,0.7343169999999999
2021-03-30,0.7937099999999999
2021-03-31,0.7777295714285714
2021-04-01,0.7617491428571428
2021-04-02,0.7457687142857142
2021-04-03,0.7297882857142857
2021-04-04,0.7138078571428571
2021-04-05,0.6978274285714285
2021-04-06,0.681847
2021-04-07,0.6857277857142857
2021-04-08,0.6896085714285715
2021-04-09,0.6934893571428572
2021-04-10,0.6973701428571428
2021-04-11,0.7012509285714286
2021-04-12,0.7051317142857143
2021-04-13,0.7090125
2021-04-14,0.7245308571428571
2021-04-15,0.7400492142857144
2021-04-16,0.7555675714285714
2021-04-17,0.7710859285714287
2021-04-18,0.7866042857142858
2021-04-19,0.8021226428571429
2021-04-20,0.8176410000000001
2021-04-21,0.832021
2021-04-22,0.8464010000000001
2021-04-23,0.860781
2021-04-24,0.8751610000000001
2021-04-25,0.889541
2021-04-26,0.903921
2021-04-27,0.918301
2021-04-28,0.9270830714285715
2021-04-29,0.9358651428571428
2021-04-30,0.9446472142857143
2021-05-01,0.9534292857142856
2021-05-02,0.9622113571428571
2021-05-03,0.9709934285714285
2021-05-04,0.9797754999999999
2021-05-05,0.9865025714285713
2021-05-06,0.9932296428571428
2021-05-07,0.9999567142857142
2021-05-08,1.0066837857142856
2021-05-09,1.013410857142857
2021-05-10,1.0201379285714285
2021-05-11,1.026865
2021-05-12,1.028612857142857
2021-05-13,1.0303607142857143
2021-05-14,1.0321085714285714
2021-05-15,1.0338564285714285
2021-05-16,1.0356042857142855
2021-05-17,1.0373521428571428
2021-05-18,1.0391
2021-05-19,1.0322959285714286
2021-05-20,1.025491857142857
2021-05-21,1.0186877857142858
2021-05-22,1.0118837142857142
2021-05-23,1.005079642857143
2021-05-24,0.9982755714285715
2021-05-25,0.9914715000000001
2021-05-26,0.9900544285714287
2021-05-27,0.9886373571428572
2021-05-28,0.9872202857142858
2021-05-29,0.9858032142857143
2021-05-30,0.9843861428571429
2021-05-31,0.9829690714285714
2021-06-01,0.981552
2021-06-02,0.9699687857142857
2021-06-03,0.9583855714285714
