year,state,dem_votes,gop_votes,ind_votes,source
1972,Oregon,"392,760","486,686","48,500",https://uselectionatlas.org/RESULTS/
1972,Pennsylvania,"1,796,951","2,714,521","80,633",https://uselectionatlas.org/RESULTS/
1972,Rhode Island,"194,645","220,383",780,https://uselectionatlas.org/RESULTS/
1972,South Carolina,"189,270","478,427","10,183",https://uselectionatlas.org/RESULTS/
1972,South Dakota,"139,945","166,476",994,https://uselectionatlas.org/RESULTS/
1972,Tennessee,"357,293","813,147","30,742",https://uselectionatlas.org/RESULTS/
1972,Texas,"1,154,291","2,298,896","19,527",https://uselectionatlas.org/RESULTS/
1972,Utah,"126,284","323,643","28,549",https://uselectionatlas.org/RESULTS/
1972,Vermont,"68,174","117,149","1,623",https://uselectionatlas.org/RESULTS/
1972,Virginia,"438,887","988,493","29,639",https://uselectionatlas.org/RESULTS/
1972,Washington,"568,334","837,135","65,378",https://uselectionatlas.org/RESULTS/
1972,West Virginia,"277,435","484,964",0,https://uselectionatlas.org/RESULTS/
1972,Wisconsin,"810,174","989,430","53,286",https://uselectionatlas.org/RESULTS/
1972,Wyoming,"44,358","100,464",748,https://uselectionatlas.org/RESULTS/
1972,,"29,173,222","47,168,710","1,402,098",https://uselectionatlas.org/RESULTS/
1976,Alabama,"659,170","504,070","19,610",https://uselectionatlas.org/RESULTS/
1976,Alaska,"44,058","71,555","7,961",https://uselectionatlas.org/RESULTS/
1976,Arizona,"295,602","418,642","28,475",https://uselectionatlas.org/RESULTS/
1976,Arkansas,"499,614","268,753","1,029",https://uselectionatlas.org/RESULTS/
1976,California,"3,742,284","3,882,244","242,589",https://uselectionatlas.org/RESULTS/
1976,Colorado,"460,353","584,367","36,415",https://uselectionatlas.org/RESULTS/
1976,Connecticut,"647,895","719,261","14,370",https://uselectionatlas.org/RESULTS/
1976,Delaware,"122,596","109,831","3,407",https://uselectionatlas.org/RESULTS/
1976,District of Columbia,"137,818","27,873","3,139",https://uselectionatlas.org/RESULTS/
1976,Florida,"1,636,000","1,469,531","45,100",https://uselectionatlas.org/RESULTS/
1976,Georgia,"979,409","483,743","4,306",https://uselectionatlas.org/RESULTS/
1976,Hawaii,"147,375","140,003","3,923",https://uselectionatlas.org/RESULTS/
1976,Idaho,"126,549","204,151","10,232",https://uselectionatlas.org/RESULTS/
1976,Illinois,"2,271,295","2,364,269","83,269",https://uselectionatlas.org/RESULTS/
1976,Indiana,"1,014,714","1,183,958","21,690",https://uselectionatlas.org/RESULTS/
1976,Iowa,"619,931","632,863","26,512",https://uselectionatlas.org/RESULTS/
1976,Kansas,"430,421","502,752","24,672",https://uselectionatlas.org/RESULTS/
1976,Kentucky,"615,717","531,852","19,573",https://uselectionatlas.org/RESULTS/
1976,Louisiana,"661,365","587,446","29,628",https://uselectionatlas.org/RESULTS/
1976,Maine,"232,279","236,320","14,609",https://uselectionatlas.org/RESULTS/
1976,Maine CD-1,"123,598","127,019","7,424",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924045
1976,Maine CD-2,"108,681","109,301","7,185",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924046
1976,Maryland,"759,612","672,661",0,https://uselectionatlas.org/RESULTS/
1976,Massachusetts,"1,429,475","1,030,276","87,807",https://uselectionatlas.org/RESULTS/
1976,Michigan,"1,696,714","1,893,742","63,293",https://uselectionatlas.org/RESULTS/
1976,Minnesota,"1,070,440","819,395","60,096",https://uselectionatlas.org/RESULTS/
1976,Mississippi,"381,309","366,846","21,205",https://uselectionatlas.org/RESULTS/
1976,Missouri,"998,387","927,443","27,770",https://uselectionatlas.org/RESULTS/
1976,Montana,"149,259","173,703","5,772",https://uselectionatlas.org/RESULTS/
1976,Nebraska,"233,692","359,705","14,271",https://uselectionatlas.org/RESULTS/
1976,Nevada,"92,479","101,273","8,124",https://uselectionatlas.org/RESULTS/
1976,New Hampshire,"147,635","185,935","6,048",https://uselectionatlas.org/RESULTS/
1976,New Jersey,"1,444,653","1,509,688","60,131",https://uselectionatlas.org/RESULTS/
1976,New Mexico,"201,148","211,419","4,023",https://uselectionatlas.org/RESULTS/
1976,New York,"3,389,558","3,100,791","44,071",https://uselectionatlas.org/RESULTS/
1976,North Carolina,"927,365","741,960","8,581",https://uselectionatlas.org/RESULTS/
1976,North Dakota,"136,078","153,470","7,546",https://uselectionatlas.org/RESULTS/
1976,Ohio,"2,011,621","2,000,505","99,747",https://uselectionatlas.org/RESULTS/
1976,Oklahoma,"532,442","545,708","14,101",https://uselectionatlas.org/RESULTS/
1976,Oregon,"490,407","492,120","47,349",https://uselectionatlas.org/RESULTS/
1976,Pennsylvania,"2,328,677","2,205,604","86,506",https://uselectionatlas.org/RESULTS/
1976,Rhode Island,"227,636","181,249","2,285",https://uselectionatlas.org/RESULTS/
1976,South Carolina,"450,825","346,140","5,629",https://uselectionatlas.org/RESULTS/
1976,South Dakota,"147,068","151,505","2,105",https://uselectionatlas.org/RESULTS/
1976,Tennessee,"825,879","633,969","16,498",https://uselectionatlas.org/RESULTS/
1976,Texas,"2,082,319","1,953,300","36,265",https://uselectionatlas.org/RESULTS/
1976,Utah,"182,110","337,908","21,180",https://uselectionatlas.org/RESULTS/
1976,Vermont,"81,044","102,085","4,726",https://uselectionatlas.org/RESULTS/
1976,Virginia,"813,896","836,554","46,644",https://uselectionatlas.org/RESULTS/
1976,Washington,"717,323","777,732","60,479",https://uselectionatlas.org/RESULTS/
1976,West Virginia,"435,914","314,760",0,https://uselectionatlas.org/RESULTS/
1976,Wisconsin,"1,040,232","1,004,987","56,117",https://uselectionatlas.org/RESULTS/
1976,Wyoming,"62,239","92,717","1,387",https://uselectionatlas.org/RESULTS/
1976,,"40,831,881","39,148,634","1,560,265",https://uselectionatlas.org/RESULTS/
1980,Alabama,"636,730","654,192","51,007",https://uselectionatlas.org/RESULTS/
1980,Alaska,"41,842","86,112","30,491",https://uselectionatlas.org/RESULTS/
1980,Arizona,"246,843","529,688","97,414",https://uselectionatlas.org/RESULTS/
1980,Arkansas,"398,041","403,164","36,377",https://uselectionatlas.org/RESULTS/
1980,California,"3,083,661","4,524,858","978,544",https://uselectionatlas.org/RESULTS/
1980,Colorado,"367,973","652,264","164,178",https://uselectionatlas.org/RESULTS/
1980,Connecticut,"541,732","677,210","187,343",https://uselectionatlas.org/RESULTS/
1980,Delaware,"105,754","111,252","18,662",https://uselectionatlas.org/RESULTS/
1980,District of Columbia,"130,231","23,313","20,345",https://uselectionatlas.org/RESULTS/
1980,Florida,"1,419,475","2,046,951","220,600",https://uselectionatlas.org/RESULTS/
1980,Georgia,"890,733","654,168","52,566",https://uselectionatlas.org/RESULTS/
1980,Hawaii,"135,879","130,112","37,296",https://uselectionatlas.org/RESULTS/
1980,Idaho,"110,192","290,699","36,540",https://uselectionatlas.org/RESULTS/
1980,Illinois,"1,981,413","2,358,049","410,259",https://uselectionatlas.org/RESULTS/
1980,Indiana,"844,197","1,255,656","142,180",https://uselectionatlas.org/RESULTS/
1980,Iowa,"508,672","676,026","132,963",https://uselectionatlas.org/RESULTS/
1980,Kansas,"326,150","566,812","86,833",https://uselectionatlas.org/RESULTS/
1980,Kentucky,"616,417","635,274","42,936",https://uselectionatlas.org/RESULTS/
1980,Louisiana,"708,453","792,853","47,285",https://uselectionatlas.org/RESULTS/
1980,Maine,"220,974","238,522","63,515",https://uselectionatlas.org/RESULTS/
1980,Maine CD-1,"117,613","126,274","36,613",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924047
1980,Maine CD-2,"103,361","112,648","26,902",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924048
1980,Maryland,"726,161","680,606","133,729",https://uselectionatlas.org/RESULTS/
1980,Massachusetts,"1,053,802","1,057,631","412,865",https://uselectionatlas.org/RESULTS/
1980,Michigan,"1,661,532","1,915,225","332,968",https://uselectionatlas.org/RESULTS/
1980,Minnesota,"954,174","873,241","224,538",https://uselectionatlas.org/RESULTS/
1980,Mississippi,"429,281","441,089","22,250",https://uselectionatlas.org/RESULTS/
1980,Missouri,"931,182","1,074,181","94,461",https://uselectionatlas.org/RESULTS/
1980,Montana,"118,032","206,814","39,106",https://uselectionatlas.org/RESULTS/
1980,Nebraska,"166,851","419,937","54,066",https://uselectionatlas.org/RESULTS/
1980,Nevada,"66,666","155,017","26,202",https://uselectionatlas.org/RESULTS/
1980,New Hampshire,"108,864","221,705","53,430",https://uselectionatlas.org/RESULTS/
1980,New Jersey,"1,147,364","1,546,557","281,763",https://uselectionatlas.org/RESULTS/
1980,New Mexico,"167,826","250,779","37,632",https://uselectionatlas.org/RESULTS/
1980,New York,"2,728,372","2,893,831","579,756",https://uselectionatlas.org/RESULTS/
1980,North Carolina,"875,635","915,018","65,180",https://uselectionatlas.org/RESULTS/
1980,North Dakota,"79,189","193,695","28,661",https://uselectionatlas.org/RESULTS/
1980,Ohio,"1,752,414","2,206,545","324,644",https://uselectionatlas.org/RESULTS/
1980,Oklahoma,"402,026","695,570","52,112",https://uselectionatlas.org/RESULTS/
1980,Oregon,"456,890","571,044","153,582",https://uselectionatlas.org/RESULTS/
1980,Pennsylvania,"1,937,540","2,261,872","362,089",https://uselectionatlas.org/RESULTS/
1980,Rhode Island,"198,342","154,793","62,937",https://uselectionatlas.org/RESULTS/
1980,South Carolina,"427,560","441,207","21,316",https://uselectionatlas.org/RESULTS/
1980,South Dakota,"103,855","198,343","25,505",https://uselectionatlas.org/RESULTS/
1980,Tennessee,"783,051","787,761","46,804",https://uselectionatlas.org/RESULTS/
1980,Texas,"1,881,147","2,510,705","149,785",https://uselectionatlas.org/RESULTS/
1980,Utah,"124,266","439,687","40,269",https://uselectionatlas.org/RESULTS/
1980,Vermont,"81,891","94,598","36,718",https://uselectionatlas.org/RESULTS/
1980,Virginia,"752,174","989,609","124,249",https://uselectionatlas.org/RESULTS/
1980,Washington,"650,193","865,244","226,957",https://uselectionatlas.org/RESULTS/
1980,West Virginia,"367,462","334,206","36,047",https://uselectionatlas.org/RESULTS/
1980,Wisconsin,"981,584","1,088,845","202,792",https://uselectionatlas.org/RESULTS/
1980,Wyoming,"49,427","110,700","16,586",https://uselectionatlas.org/RESULTS/
1980,,"35,480,115","43,903,230","7,126,333",https://uselectionatlas.org/RESULTS/
1984,Alabama,"551,899","872,849","16,965",https://uselectionatlas.org/RESULTS/
1984,Alaska,"62,007","138,377","7,221",https://uselectionatlas.org/RESULTS/
1984,Arizona,"333,854","681,416","10,627",https://uselectionatlas.org/RESULTS/
1984,Arkansas,"338,646","534,774","10,986",https://uselectionatlas.org/RESULTS/
1984,California,"3,922,519","5,467,009","115,895",https://uselectionatlas.org/RESULTS/
1984,Colorado,"454,974","821,818","18,589",https://uselectionatlas.org/RESULTS/
1984,Connecticut,"569,597","890,877","6,426",https://uselectionatlas.org/RESULTS/
1984,Delaware,"101,656","152,190",726,https://uselectionatlas.org/RESULTS/
1984,District of Columbia,"180,408","29,009","1,871",https://uselectionatlas.org/RESULTS/
1984,Florida,"1,448,816","2,730,350",885,https://uselectionatlas.org/RESULTS/
1984,Georgia,"706,628","1,068,722",743,https://uselectionatlas.org/RESULTS/
1984,Hawaii,"147,154","185,050","3,642",https://uselectionatlas.org/RESULTS/
1984,Idaho,"108,510","297,523","5,111",https://uselectionatlas.org/RESULTS/
1984,Illinois,"2,086,499","2,707,103","25,486",https://uselectionatlas.org/RESULTS/
1984,Indiana,"841,481","1,377,230","14,358",https://uselectionatlas.org/RESULTS/
1984,Iowa,"605,620","703,088","11,097",https://uselectionatlas.org/RESULTS/
1984,Kansas,"333,149","677,296","11,546",https://uselectionatlas.org/RESULTS/
1984,Kentucky,"539,589","822,782","8,090",https://uselectionatlas.org/RESULTS/
1984,Louisiana,"651,586","1,037,299","17,937",https://uselectionatlas.org/RESULTS/
1984,Maine,"214,515","336,500","2,129",https://uselectionatlas.org/RESULTS/
1984,Maine CD-1,"117,450","175,472","1,057",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924049
1984,Maine CD-2,"97,065","161,028","1,072",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924050
1984,Maryland,"787,935","879,918","8,020",https://uselectionatlas.org/RESULTS/
1984,Massachusetts,"1,239,606","1,310,936","8,911",https://uselectionatlas.org/RESULTS/
1984,Michigan,"1,529,638","2,251,571","20,449",https://uselectionatlas.org/RESULTS/
1984,Minnesota,"1,036,364","1,032,603","15,482",https://uselectionatlas.org/RESULTS/
1984,Mississippi,"352,192","581,477","6,523",https://uselectionatlas.org/RESULTS/
1984,Missouri,"848,583","1,274,188",0,https://uselectionatlas.org/RESULTS/
1984,Montana,"146,742","232,450","5,185",https://uselectionatlas.org/RESULTS/
1984,Nebraska,"187,866","460,054","4,170",https://uselectionatlas.org/RESULTS/
1984,Nevada,"91,655","188,770","6,242",https://uselectionatlas.org/RESULTS/
1984,New Hampshire,"120,395","267,051","1,508",https://uselectionatlas.org/RESULTS/
1984,New Jersey,"1,261,323","1,933,630","22,909",https://uselectionatlas.org/RESULTS/
1984,New Mexico,"201,769","307,101","5,500",https://uselectionatlas.org/RESULTS/
1984,New York,"3,119,609","3,664,763","22,438",https://uselectionatlas.org/RESULTS/
1984,North Carolina,"824,287","1,346,481","4,593",https://uselectionatlas.org/RESULTS/
1984,North Dakota,"104,429","200,336","4,206",https://uselectionatlas.org/RESULTS/
1984,Ohio,"1,825,440","2,678,560","43,619",https://uselectionatlas.org/RESULTS/
1984,Oklahoma,"385,080","861,530","9,066",https://uselectionatlas.org/RESULTS/
1984,Oregon,"536,479","685,700","4,348",https://uselectionatlas.org/RESULTS/
1984,Pennsylvania,"2,228,131","2,584,323","32,449",https://uselectionatlas.org/RESULTS/
1984,Rhode Island,"197,106","212,080","1,306",https://uselectionatlas.org/RESULTS/
1984,South Carolina,"344,470","615,539","8,531",https://uselectionatlas.org/RESULTS/
1984,South Dakota,"116,113","200,267","1,487",https://uselectionatlas.org/RESULTS/
1984,Tennessee,"711,714","990,212","10,067",https://uselectionatlas.org/RESULTS/
1984,Texas,"1,949,276","3,433,428","14,867",https://uselectionatlas.org/RESULTS/
1984,Utah,"155,369","469,105","5,182",https://uselectionatlas.org/RESULTS/
1984,Vermont,"95,730","135,865","2,966",https://uselectionatlas.org/RESULTS/
1984,Virginia,"796,250","1,337,078","13,307",https://uselectionatlas.org/RESULTS/
1984,Washington,"807,352","1,051,670","24,888",https://uselectionatlas.org/RESULTS/
1984,West Virginia,"328,125","405,483","2,134",https://uselectionatlas.org/RESULTS/
1984,Wisconsin,"995,847","1,198,800","17,369",https://uselectionatlas.org/RESULTS/
1984,Wyoming,"53,370","133,241","2,357",https://uselectionatlas.org/RESULTS/
1984,,"37,577,352","54,455,472","620,409",https://uselectionatlas.org/RESULTS/
1988,Alabama,"549,506","815,576","13,394",https://uselectionatlas.org/RESULTS/
1988,Alaska,"72,584","119,251","8,281",https://uselectionatlas.org/RESULTS/
1988,Arizona,"454,029","702,541","15,303",https://uselectionatlas.org/RESULTS/
1988,Arkansas,"349,237","466,578","11,923",https://uselectionatlas.org/RESULTS/
1988,California,"4,702,233","5,054,917","129,914",https://uselectionatlas.org/RESULTS/
1988,Colorado,"621,453","728,177","22,764",https://uselectionatlas.org/RESULTS/
1988,Connecticut,"676,584","750,241","16,569",https://uselectionatlas.org/RESULTS/
1988,Delaware,"108,647","139,639","1,605",https://uselectionatlas.org/RESULTS/
1988,District of Columbia,"159,407","27,590","5,880",https://uselectionatlas.org/RESULTS/
1988,Florida,"1,656,701","2,618,885","26,727",https://uselectionatlas.org/RESULTS/
1988,Georgia,"714,792","1,081,331","13,549",https://uselectionatlas.org/RESULTS/
1988,Hawaii,"192,364","158,625","3,472",https://uselectionatlas.org/RESULTS/
1988,Idaho,"147,272","253,881","7,815",https://uselectionatlas.org/RESULTS/
1988,Illinois,"2,215,940","2,310,939","32,241",https://uselectionatlas.org/RESULTS/
1988,Indiana,"860,643","1,297,763","10,215",https://uselectionatlas.org/RESULTS/
1988,Iowa,"670,557","545,355","9,702",https://uselectionatlas.org/RESULTS/
1988,Kansas,"422,636","554,049","16,359",https://uselectionatlas.org/RESULTS/
1988,Kentucky,"580,368","734,281","7,868",https://uselectionatlas.org/RESULTS/
1988,Louisiana,"717,460","883,702","27,040",https://uselectionatlas.org/RESULTS/
1988,Maine,"243,569","307,131","4,335",https://uselectionatlas.org/RESULTS/
1988,Maine CD-1,"131,078","169,292","2,392",https://www.ourcampaigns.com/RaceDetail.html?RaceID=489903
1988,Maine CD-2,"112,491","137,839","1,943",https://www.ourcampaigns.com/RaceDetail.html?RaceID=487876
1988,Maryland,"826,304","876,167","11,887",https://uselectionatlas.org/RESULTS/
1988,Massachusetts,"1,401,406","1,194,644","36,755",https://uselectionatlas.org/RESULTS/
1988,Michigan,"1,675,783","1,965,486","27,894",https://uselectionatlas.org/RESULTS/
1988,Minnesota,"1,109,471","962,337","24,982",https://uselectionatlas.org/RESULTS/
1988,Mississippi,"363,921","557,890","9,716",https://uselectionatlas.org/RESULTS/
1988,Missouri,"1,001,619","1,084,953","6,656",https://uselectionatlas.org/RESULTS/
1988,Montana,"168,936","190,412","6,326",https://uselectionatlas.org/RESULTS/
1988,Nebraska,"259,646","398,447","4,279",https://uselectionatlas.org/RESULTS/
1988,Nevada,"132,738","206,040","11,289",https://uselectionatlas.org/RESULTS/
1988,New Hampshire,"163,696","281,537","5,292",https://uselectionatlas.org/RESULTS/
1988,New Jersey,"1,320,352","1,743,192","36,009",https://uselectionatlas.org/RESULTS/
1988,New Mexico,"244,497","270,341","6,449",https://uselectionatlas.org/RESULTS/
1988,New York,"3,347,882","3,081,871","55,930",https://uselectionatlas.org/RESULTS/
1988,North Carolina,"890,167","1,237,258","6,945",https://uselectionatlas.org/RESULTS/
1988,North Dakota,"127,739","166,559","2,963",https://uselectionatlas.org/RESULTS/
1988,Ohio,"1,939,629","2,416,549","37,521",https://uselectionatlas.org/RESULTS/
1988,Oklahoma,"483,423","678,367","9,246",https://uselectionatlas.org/RESULTS/
1988,Oregon,"616,206","560,126","25,362",https://uselectionatlas.org/RESULTS/
1988,Pennsylvania,"2,194,944","2,300,087","41,220",https://uselectionatlas.org/RESULTS/
1988,Rhode Island,"225,123","177,761","1,736",https://uselectionatlas.org/RESULTS/
1988,South Carolina,"370,554","606,443","9,012",https://uselectionatlas.org/RESULTS/
1988,South Dakota,"145,560","165,415","2,016",https://uselectionatlas.org/RESULTS/
1988,Tennessee,"679,794","947,233","9,223",https://uselectionatlas.org/RESULTS/
1988,Texas,"2,352,748","3,036,829","37,833",https://uselectionatlas.org/RESULTS/
1988,Utah,"207,343","428,442","11,223",https://uselectionatlas.org/RESULTS/
1988,Vermont,"115,775","124,331","3,227",https://uselectionatlas.org/RESULTS/
1988,Virginia,"859,799","1,309,162","22,648",https://uselectionatlas.org/RESULTS/
1988,Washington,"933,516","903,835","27,902",https://uselectionatlas.org/RESULTS/
1988,West Virginia,"341,016","310,065","2,230",https://uselectionatlas.org/RESULTS/
1988,Wisconsin,"1,126,794","1,047,499","17,315",https://uselectionatlas.org/RESULTS/
1988,Wyoming,"67,113","106,867","2,571",https://uselectionatlas.org/RESULTS/
1988,,"41,809,485","48,886,588","898,613",https://uselectionatlas.org/RESULTS/
1992,Alabama,"690,080","804,283","193,697",https://uselectionatlas.org/RESULTS/
1992,Alaska,"78,294","102,000","78,212",https://uselectionatlas.org/RESULTS/
1992,Arizona,"543,050","572,086","371,870",https://uselectionatlas.org/RESULTS/
1992,Arkansas,"505,823","337,324","107,506",https://uselectionatlas.org/RESULTS/
1992,California,"5,121,325","3,630,574","2,379,822",https://uselectionatlas.org/RESULTS/
1992,Colorado,"629,681","562,850","376,649",https://uselectionatlas.org/RESULTS/
1992,Connecticut,"682,318","578,313","355,701",https://uselectionatlas.org/RESULTS/
1992,Delaware,"126,054","102,313","61,368",https://uselectionatlas.org/RESULTS/
1992,District of Columbia,"192,619","20,698","14,255",https://uselectionatlas.org/RESULTS/
1992,Florida,"2,072,698","2,173,310","1,068,384",https://uselectionatlas.org/RESULTS/
1992,Georgia,"1,008,966","995,252","316,915",https://uselectionatlas.org/RESULTS/
1992,Hawaii,"179,310","136,822","56,710",https://uselectionatlas.org/RESULTS/
1992,Idaho,"137,013","202,645","142,484",https://uselectionatlas.org/RESULTS/
1992,Illinois,"2,453,350","1,734,096","862,711",https://uselectionatlas.org/RESULTS/
1992,Indiana,"848,420","989,375","468,076",https://uselectionatlas.org/RESULTS/
1992,Iowa,"586,353","504,891","263,363",https://uselectionatlas.org/RESULTS/
1992,Kansas,"390,434","449,951","316,851",https://uselectionatlas.org/RESULTS/
1992,Kentucky,"665,104","617,178","210,618",https://uselectionatlas.org/RESULTS/
1992,Louisiana,"815,971","733,386","240,660",https://uselectionatlas.org/RESULTS/
1992,Maine,"263,420","206,504","209,575",https://uselectionatlas.org/RESULTS/
1992,Maine CD-1,"145,191","115,697","104,312",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924042
1992,Maine CD-2,"118,229","90,807","105,263",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924043
1992,Maryland,"988,571","707,094","289,381",https://uselectionatlas.org/RESULTS/
1992,Massachusetts,"1,318,662","805,049","649,863",https://uselectionatlas.org/RESULTS/
1992,Michigan,"1,871,182","1,554,940","848,551",https://uselectionatlas.org/RESULTS/
1992,Minnesota,"1,020,997","747,841","579,110",https://uselectionatlas.org/RESULTS/
1992,Mississippi,"400,258","487,793","93,742",https://uselectionatlas.org/RESULTS/
1992,Missouri,"1,053,873","811,159","526,533",https://uselectionatlas.org/RESULTS/
1992,Montana,"154,507","144,207","111,897",https://uselectionatlas.org/RESULTS/
1992,Nebraska,"217,344","344,346","177,593",https://uselectionatlas.org/RESULTS/
1992,Nebraska CD-1,"80,938","107,360","61,227",https://uselectionatlas.org/RESULTS/data.php?year=1992&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1992,Nebraska CD-2,"78,816","115,380","49,686",https://uselectionatlas.org/RESULTS/data.php?year=1992&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1992,Nebraska CD-3,"57,590","121,606","66,675",https://uselectionatlas.org/RESULTS/data.php?year=1992&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1992,Nevada,"189,148","175,828","141,342",https://uselectionatlas.org/RESULTS/
1992,New Hampshire,"209,040","202,484","126,421",https://uselectionatlas.org/RESULTS/
1992,New Jersey,"1,436,206","1,356,865","550,523",https://uselectionatlas.org/RESULTS/
1992,New Mexico,"261,617","212,824","95,545",https://uselectionatlas.org/RESULTS/
1992,New York,"3,444,450","2,346,649","1,135,826",https://uselectionatlas.org/RESULTS/
1992,North Carolina,"1,114,042","1,134,661","363,147",https://uselectionatlas.org/RESULTS/
1992,North Dakota,"99,168","136,244","72,721",https://uselectionatlas.org/RESULTS/
1992,Ohio,"1,984,942","1,894,310","1,060,712",https://uselectionatlas.org/RESULTS/
1992,Oklahoma,"473,066","592,929","324,364",https://uselectionatlas.org/RESULTS/
1992,Oregon,"621,314","475,757","365,572",https://uselectionatlas.org/RESULTS/
1992,Pennsylvania,"2,239,164","1,791,841","928,805",https://uselectionatlas.org/RESULTS/
1992,Rhode Island,"213,299","131,601","108,578",https://uselectionatlas.org/RESULTS/
1992,South Carolina,"479,514","577,507","145,506",https://uselectionatlas.org/RESULTS/
1992,South Dakota,"124,888","136,718","74,648",https://uselectionatlas.org/RESULTS/
1992,Tennessee,"933,521","841,300","207,817",https://uselectionatlas.org/RESULTS/
1992,Texas,"2,281,815","2,496,071","1,376,132",https://uselectionatlas.org/RESULTS/
1992,Utah,"183,429","322,632","238,008",https://uselectionatlas.org/RESULTS/
1992,Vermont,"133,592","88,122","67,987",https://uselectionatlas.org/RESULTS/
1992,Virginia,"1,038,650","1,150,517","369,498",https://uselectionatlas.org/RESULTS/
1992,Washington,"993,037","731,234","563,959",https://uselectionatlas.org/RESULTS/
1992,West Virginia,"331,001","241,974","110,736",https://uselectionatlas.org/RESULTS/
1992,Wisconsin,"1,041,066","930,855","559,193",https://uselectionatlas.org/RESULTS/
1992,Wyoming,"68,160","79,347","53,118",https://uselectionatlas.org/RESULTS/
1992,,"44,909,806","39,104,550","20,412,255",https://uselectionatlas.org/RESULTS/
1996,Alabama,"662,165","769,044","103,140",https://uselectionatlas.org/RESULTS/
1996,Alaska,"80,380","122,746","38,494",https://uselectionatlas.org/RESULTS/
1996,Arizona,"653,288","622,073","129,044",https://uselectionatlas.org/RESULTS/
1996,Arkansas,"475,171","325,416","83,675",https://uselectionatlas.org/RESULTS/
1996,California,"5,119,835","3,828,380","1,071,269",https://uselectionatlas.org/RESULTS/
1996,Colorado,"671,152","691,848","147,704",https://uselectionatlas.org/RESULTS/
1996,Connecticut,"735,740","483,109","173,765",https://uselectionatlas.org/RESULTS/
1996,Delaware,"140,355","99,062","31,667",https://uselectionatlas.org/RESULTS/
1996,District of Columbia,"158,220","17,339","10,167",https://uselectionatlas.org/RESULTS/
1996,Florida,"2,546,870","2,244,536","512,388",https://uselectionatlas.org/RESULTS/
1996,Georgia,"1,053,849","1,080,843","164,379",https://uselectionatlas.org/RESULTS/
1996,Hawaii,"205,012","113,943","41,165",https://uselectionatlas.org/RESULTS/
1996,Idaho,"165,443","256,595","69,681",https://uselectionatlas.org/RESULTS/
1996,Illinois,"2,341,744","1,587,021","382,626",https://uselectionatlas.org/RESULTS/
1996,Indiana,"887,424","1,006,693","241,725",https://uselectionatlas.org/RESULTS/
1996,Iowa,"620,258","492,644","121,173",https://uselectionatlas.org/RESULTS/
1996,Kansas,"387,659","583,245","103,396",https://uselectionatlas.org/RESULTS/
1996,Kentucky,"636,614","623,283","128,811",https://uselectionatlas.org/RESULTS/
1996,Louisiana,"927,837","712,586","143,536",https://uselectionatlas.org/RESULTS/
1996,Maine,"312,788","186,378","106,731",https://uselectionatlas.org/RESULTS/
1996,Maine CD-1,"165,053","100,851","51,217",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924045
1996,Maine CD-2,"147,735","85,527","55,514",https://www.ourcampaigns.com/RaceDetail.html?RaceID=924053
1996,Maryland,"966,207","681,530","133,133",https://uselectionatlas.org/RESULTS/
1996,Massachusetts,"1,571,763","718,107","266,915",https://uselectionatlas.org/RESULTS/
1996,Michigan,"1,989,653","1,481,212","377,979",https://uselectionatlas.org/RESULTS/
1996,Minnesota,"1,120,438","766,476","305,726",https://uselectionatlas.org/RESULTS/
1996,Mississippi,"394,022","439,838","59,997",https://uselectionatlas.org/RESULTS/
1996,Missouri,"1,025,935","890,016","242,114",https://uselectionatlas.org/RESULTS/
1996,Montana,"167,922","179,652","59,687",https://uselectionatlas.org/RESULTS/
1996,Nebraska,"236,761","363,467","77,187",https://uselectionatlas.org/RESULTS/
1996,Nebraska CD-1,"87,712","114,563","28,055",https://uselectionatlas.org/RESULTS/data.php?year=1996&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1996,Nebraska CD-2,"84,667","116,889","21,100",https://uselectionatlas.org/RESULTS/data.php?year=1996&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1996,Nebraska CD-3,"64,382","132,015","28,028",https://uselectionatlas.org/RESULTS/data.php?year=1996&fips=31&f=0&off=0&elect=0&datatype=cd&def=1
1996,Nevada,"203,974","199,244","61,061",https://uselectionatlas.org/RESULTS/
1996,New Hampshire,"246,214","196,532","56,429",https://uselectionatlas.org/RESULTS/
1996,New Jersey,"1,652,329","1,103,078","320,400",https://uselectionatlas.org/RESULTS/
1996,New Mexico,"273,495","232,751","49,828",https://uselectionatlas.org/RESULTS/
1996,New York,"3,756,177","1,933,492","626,460",https://uselectionatlas.org/RESULTS/
1996,North Carolina,"1,107,849","1,225,938","182,020",https://uselectionatlas.org/RESULTS/
